Job Position,Office,City,Country,Salary,Work Time,Job Level,Job Level Specific,Job_Category,Industry
Solution and Content QC Supervisor,GlobalTix Pte Ltd,Singapore,Singapore,Salary Undisclosed,Full Time,Associate,Supervisor,Product Management and Project Management,Information Technology and Services
Solution Architect-SAP (Application Architect-SAP),PT. Jasa Teknologi Informasi IBM,Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,IT and Software,Information Technology / IT
Sound Designer for Game Dev,Trueworld Studios,Singapore,Singapore,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Design,Entertainment
Sourcing Specialist (Buyer) ,PT Bank BTPN Tbk,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,General Services,Banking / Mortgage
Special Force,The Body Shop Indonesia,Tangerang,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Customer Service,Retail Industry
Sr. Fullstack Engineering,FinAccel,Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,IT and Software,Financial Services
Sr. Leasing Manager,PRIME Philippines,Quezon,Philippines,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,Management and Consultancy,Real Estate
Sr. Legal and Compliance Officer,Kitabisa,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,"Legal, Consulting and Translation",IT and Software
Sr. Node.js Back End Developer - Jixie,Kompas Gramedia,Jakarta Barat,Indonesia,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,IT and Software,Media Production
Sr. Node.js Backend Developer - Jixie,Kompas Gramedia,Jakarta Barat,Indonesia,Salary Undisclosed,Full Time (Remote),Mid-Senior Level,Manager,IT and Software,Media Production
Staf Business Support,PT Bank Central Asia Tbk,Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Administration,Financial Services
Staf Marketing,PT Bank Central Asia Tbk,Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Financial Services
Staf Rekrutmen,PT Bank Central Asia Tbk,Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Financial Services
Staff Admin,CV 77,Surabaya,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Administration,Marketing and Advertising
Staff Architect,PT. Archikon Wiratama,Surabaya,Indonesia,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,Engineering,Architecture and Planning
Staff Human Capital (HC),Workforc Indonesia,Surabaya,Indonesia,"IDR 4,500,000.00 - IDR 5,500,000.00 / month",Full Time,Mid-Senior Level,Manager,Human Resources,Human Resources
Staff PPIC,Think Indonesia,Surabaya,Indonesia,"IDR 4,900,000.00 / month",Full Time,Entry Level,"Junior, Apprentice",Accounting and Finance,Management Consulting
Store Manager,Dekoruma,Jakarta Barat,Indonesia,Salary Undisclosed,Contractual,Associate,Supervisor,Sales and Marketing,E-Commerce
Store Manager Cirebon,Dekoruma,Jakarta Barat,Indonesia,Salary Undisclosed,Contractual,Entry Level,"Junior, Apprentice",Sales and Marketing,E-Commerce
Store Merchandiser,AVO Innovation Technology,Sleman,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Cosmetics
Store Superintendent Gramedia Area Tangerang,Kompas Gramedia,Tangerang,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Media Production
Store Superintendent Gramedia Balikpapan,Kompas Gramedia,Balikpapan,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Sales and Marketing,Media Production
Store Superintendent Gramedia Pontianak,Kompas Gramedia,Pontianak,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Sales and Marketing,Media Production
Store Supervisor - Gramedia Pettarani Makassar,Kompas Gramedia,Makassar,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Sales and Marketing,Media Production
Store Supervisor Gramedia Bali,Kompas Gramedia,Denpansar,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Sales and Marketing,Media Production
Strategic Partnership Specialist,PT. Astra Welab Digital Arta,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Information Technology / IT
Stratergic Management Officer (Oct 23),Kompas Gramedia,Jakarta Barat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Management and Consultancy,Media Production
Student Advisor and English Teacher,SUN Education Group,Surabaya,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Education and Training,Education Management
Student Support Office,Kompas Gramedia,Tangerang,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Media,Media Production
Subaru Consultant,Plaza Auto Group ,Bandung,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Automotive
Supervisor Application Developer (.Net),PT. Adicipta Inovasi Teknologi (Adins),Jakarta Barat,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Sales and Marketing,Media Production
Supervisor Development Program,Satu Group,Jakarta Utara,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",IT and Software,Creatives
Supervisor Logistic,PT Palunesia Makmur (San Lim Furniture),Surabaya,Indonesia,"IDR 4,500,000.00 - IDR 8,000,000.00 / month",Full Time,Associate,Supervisor,Supply Chain and Logistics,Warehousing
Supply Chain Intern (Clean Energy),Vflowtech,Singapore,Singapore,"IDR 11,588,030.00",Full Time,Internship,OJT,Supply Chain and Logistics,Battery Factory
Supply Chain Supervisor,The Purple Oven Corporation,Quezon,Philippines,Salary Undisclosed,Full Time,Associate,Supervisor,Manufacturing and Production,Food Production
Supply Planner Staff,Hangry,Jakarta Barat,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Supply Chain and Logistics,Food / Beverages
Surveyor - Buleleng,PT BFI Finance Indonesia Tbk,Buleleng,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Administration,Financial Services
Surveyor - Denpasar,PT BFI Finance Indonesia Tbk,Denpansar,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Administration,Financial Services
Surveyor - Tabanan,PT BFI Finance Indonesia Tbk,Tabanan,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Administration,Financial Services
Surveyor Pembiayaaan BPKB Mobil Cabang Sunter,PT BFI Finance Indonesia Tbk,Tangerang,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Financial Services
System Administrator,PT Astra Graphia Information Technology,Jakarta Utara,Indonesia,Salary Undisclosed,Contractual,Entry Level,"Junior, Apprentice",IT and Software,Information Technology / IT
System Programmer,PT. Adicipta Inovasi Teknologi (Adins),Jakarta Barat,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,IT and Software,Information Technology / IT
Talent Acquisition Specialist,Dreamtech Technologies Sdn Bhd,Kuala Lumpur,Malaysia,"IDR 13,262,960.00 - IDR 16,578,700.00",Full Time,Entry Level,"Junior, Apprentice",Human Resources,Program Development
Talent Acquisition Specialist,Trends Group Inc.,Makati,Philippines,Salary Undisclosed,Full Time,Associate,Supervisor,Human Resources,Information Technology / IT
Tax Reporting and Compliance,PT Bank BTPN Tbk,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,IT and Software,Banking / Mortgage
Tax Supervisor,Grand Lucky Superstore,Jakarta Utara,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Accounting and Finance,Financial Services
"Tax, Accounting and Finance Internship",PT. Astra Welab Digital Arta,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Internship,OJT,Accounting and Finance,Information Technology / IT
Team lead Customer Service – Japanese,Growthfn,Kuala Lumpur,Malaysia,"IDR 39,788,880.00",Full Time,Entry Level,"Junior, Apprentice",Customer Service,Human Resources
Team Leader,PT. Berca Kawan Sejati,Surabaya,Indonesia,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,Services Industry,Cigarette Distributor
Team Leader Personal Loan Sidoarjo,PT Padma Raharja Sentosa Jawa Timur,Surabaya,Indonesia,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,Business Development and Sales,Outsourcing/Offshoring
Team Leader Personal Loan Surabaya,PT Padma Raharja Sentosa Jawa Timur,Surabaya,Indonesia,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,Business Development and Sales,Outsourcing/Offshoring
Tech Governance Specialist,PT. Astra Welab Digital Arta,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Engineering,Information Technology / IT
Tech Lead | South East Asia,Wistkey Technologies Limited,Jakarta Pusat,Indonesia,"IDR 6,176,480.93 - IDR 23,158,053.49",Full Time (Remote),Mid-Senior Level,Manager,IT and Software,Information Technology / IT
Tech Security Operation Blue Team,PT BFI Finance Indonesia Tbk,Tangerang,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,IT and Software,Financial Services
Technical Business Analyst,"PT Bank OCBC NISP, Tbk",Tangerang,Indonesia,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,IT and Software,Banking
Technical Chat Support Representatives | Davao,Aces Call Center Jobs Inc.,Davao,Philippines,"IDR 6,958,832.28 - IDR 8,350,598.73",Full Time,Entry Level,"Junior, Apprentice",Customer Service,Call Center / BPO
Technical Consultant,PT InMotion Inovasi Teknologi,Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",IT and Software,Information Technology / IT
Technical Sales,PT BFI Finance Indonesia Tbk,Tangerang,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Financial Services
Technical Specialists | TSR | Ortigas,Aces Call Center Jobs Inc.,Quezon,Philippines,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Customer Service,Call Center / BPO
Technical Support Representative | Ortigas,Aces Call Center Jobs Inc.,Mandaluyong,Philippines,"IDR 6,958,832.28 - IDR 8,350,598.73",Full Time,Entry Level,"Junior, Apprentice",Customer Service,Call Center / BPO
Technical Support Representatives | Security Support | Baguio,M2.0 Communications Inc.,Baguio,Philippines,"IDR 4,175,299.37 - IDR 5,567,065.82",Full Time,Entry Level,"Junior, Apprentice",Customer Service,Public Relations / PR
Technical Writer,Dans Multi Pro,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,IT and Software,Information Technology / IT
Technician (Development),Hoya Electronics Singapore Pte Ltd,Singapore,Singapore,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Manufacturing and Production,Manufacturing
Technician (Production),Hoya Electronics Singapore Pte Ltd,Singapore,Singapore,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Manufacturing and Production,Manufacturing
Technology Program Head,CIIT College of Arts and Technology,Quezon,Philippines,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,Education and Training,Education and Training
Teknisi Alat Kesehatan,Wiejaya Indonesia,Bogor,Indonesia,"IDR 4,000,000/Month",Full Time,Entry Level,"Junior, Apprentice",Engineering,Media Production
Teknisi Komputer Semarang,Kompas Gramedia,Jakarta Barat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",IT and Software,Media Production
Telecom Customer Support,Aces Call Center Jobs Inc.,Quezon,Philippines,"IDR 4,732,005.95 - IDR 5,010,359.24",Full Time,Entry Level,"Junior, Apprentice",Customer Service,Call Center / BPO
Telemarketing Associate,Home Credit Indonesia,Jakarta Selatan,Indonesia,"IDR 3,000,000.00 - IDR 10,000,000.00",Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Hi-Tech Financial Services
Telesales,Satu Group,Bekasi,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Marketing / Advertising / Sales
TEMP FINANCE EXECUTIVE (APandAR),Hoya Electronics Singapore Pte Ltd,Singapore,Singapore,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,Accounting and Finance,Manufacturing
That 3D Artist,Trueworld Studios,Singapore,Singapore,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Design,Entertainment
The 3D Animator,Trueworld Studios,Singapore,Singapore,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Design,Entertainment
The Gameplay Programmer,Trueworld Studios,Singapore,Singapore,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",IT and Software,Entertainment
Thực Tập Sinh Phòng Điều Hành,Hệ thống trường Canada,"Thành phố Hồ Chí Minh,",Vietnam,"IDR 1,920,000.00",Full Time,Entry Level,"Junior, Apprentice",Operations,Primary/Secondary Education
Ticketing Staff (Fluent in English),PT InMotion Inovasi Teknologi,Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Administration,Information Technology / IT
TikTok Specialist (Content Creation),Glampick Sdn Bhd,Kuala Lumpur,Malaysia,"IDR 8,289,350.00 - IDR 11,605,090.00",Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Cosmetics
Trade Marketing Lead,Manuva (Formerly Tjetak),Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Manufacturing and Production,Supply Chain
Trainee BAP MSS,Permata Bank,Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Banking / Mortgage
Trainer,Laili Beauty,Surabaya,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Business Development and Sales,"Health, Wellness and Fitness"
Trainer and Technical Advisor,Asuransi Astra,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Insurance
Training Internship,PT Alam Sutera Realty Tbk,Tangerang,Indonesia,Salary Undisclosed,Full Time,Internship,OJT,Human Resources,Commercial Real Estate
Training Specialist | BPO | Call Center,Aces Call Center Jobs Inc.,Mandaluyong,Philippines,"IDR 6,958,832.28 - IDR 12,525,063.04",Full Time,Associate,Supervisor,Customer Service,Call Center / BPO
Transaction Compliance Officer,PT. Tiki Jalur Nugraha Ekakurir (JNE),Jakarta Barat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Accounting and Finance,Package / Freight Delivery
Travel Account Customer Service | CSR | Bacolod,Aces Call Center Jobs Inc.,Bacolod,Philippines,"IDR 3,896,946.07 - IDR 6,958,832.28",Full Time,Entry Level,"Junior, Apprentice",Customer Service,Call Center / BPO
Travel and Hospitality Customer Associates | Cebu,Aces Call Center Jobs Inc.,Cebu,Philippines,"IDR 4,175,299.37 - IDR 5,567,065.82",Full Time,Entry Level,"Junior, Apprentice",Customer Service,Call Center / BPO
Travel Booking Associate,Aces Call Center Jobs Inc.,Mandaluyong,Philippines,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Customer Service,Call Center / BPO
Travel Planner,ATI Business Group,Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice","Hotel, Restaurant and Travel",Outsourcing / Offshoring
Travel Reservation Agents | MOA Pasay,Aces Call Center Jobs Inc.,Passay,Philippines,"IDR 7,515,538.86 - IDR 8,072,245.44",Full Time,Associate,Supervisor,Customer Service,Call Center / BPO
Travel Ticketing Specialist | Ayala Makati,Aces Call Center Jobs Inc.,Makati,Philippines,"IDR 3,618,592.78 - IDR 5,567,065.82",Full Time,Associate,Supervisor,Customer Service,Call Center / BPO
Trình Dược Viên OTC (Bình Định),CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI KIẾN TẠO VIỆT,"Thành phố Hồ Chí Minh,",Vietnam,"IDR 4,480,000.00 - IDR 6,400,000.00",Full Time,Entry Level,"Junior, Apprentice",Healthcare,Alternative Medicine
Trình Dược Viên OTC (Khánh Hòa),CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI KIẾN TẠO VIỆT,"Thành phố Hồ Chí Minh,",Vietnam,"IDR 4,480,000.00 - IDR 6,400,000.00",Full Time,Entry Level,"Junior, Apprentice",Healthcare,Alternative Medicine
Trình Dược Viên OTC (Phú Yên),CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI KIẾN TẠO VIỆT,"Thành phố Hồ Chí Minh,",Vietnam,"IDR 4,480,000.00 - IDR 6,400,000.00",Full Time,Entry Level,"Junior, Apprentice",Healthcare,Alternative Medicine
Trưởng Nhóm Marketing,HALO GROUP,"Thành phố Hồ Chí Minh,",Vietnam,"IDR 9,600,000.00",Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Retail
Trưởng Phòng Hành Chính Nhân Sự (HCNS),HALO GROUP,"Thành phố Hồ Chí Minh,",Vietnam,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Human Resources,Retail
Trust Administrator (Career Growth Opportunities),JTC Kensington,Singapore,Singapore,"IDR 52,146,135.00 - IDR 81,116,210.00",Full Time,Mid-Senior Level,Manager,Administration,Financial Services
